L0001,L0002,L0003,L0006,L0004,L0005,L0007,L0008,L0009,L0010,L0011,L0012,L1201,L1202,L1203,L1243,L1244,L1245,L1255,L1256,L1257,L1216,L1217,L1218,L1234,L1235,L1236,L1261,L1262,L1263
5.64637672,6.602062391,6.897077818,8.093495272,6.092239478,11.08551234,4.9851879,7.294443306,8.11964975,6.121066594,7.996859474,7.436008313,14.66827905,12.61925091,18.22568515,13.66957659,9.652321376,13.09355775,10.21271045,9.96024035,7.2422004,20.15025141,21.02983081,20.2352642,11.07956599,6.483875905,12.79182052,4.733539231,7.577400969,11.02032814
3.026526152,2.233208133,1.772636129,4.162825752,3.266330738,3.729404663,-0.040836363,2.977000893,4.833694835,2.052023146,3.948981348,3.169559328,4.649908762,2.713452577,3.90856953,5.024579201,1.059881688,5.855160034,4.557286946,3.598274944,0.378749631,4.155145344,7.856997742,6.724738963,5.044556712,-0.344422291,5.318966744,-0.355917422,3.671874681,4.959893372
2.69215746,2.262110098,1.429252107,4.04988836,3.516653955,3.266232719,-0.339016588,2.18713884,1.859024511,1.724928007,2.840716533,3.142575086,3.477587773,2.073859841,2.081986686,4.113119765,1.092068828,4.319190405,3.716087799,3.681235418,-0.139404385,2.999612579,4.97884359,5.020222126,3.582107193,-1.111818667,4.817505623,0.376267348,3.461728749,4.976068584
3.445238898,2.272485069,1.727179747,3.436075126,3.301619635,3.713970521,0.464238138,2.201899314,1.683460222,1.607712791,2.872732952,2.786490343,4.24183153,2.024949119,2.281127835,3.948833515,0.838439763,4.796553915,4.049190016,3.684416963,-0.214786529,2.626149835,5.684818181,4.549309032,3.808257053,-0.48019251,4.075832112,-0.376041343,2.018000846,3.711410794
1.603644772,2.501057994,1.458073942,2.30878173,3.184531082,3.150585704,-0.093301655,1.14352369,1.949590508,1.488255772,3.041880422,1.931551912,4.225271377,2.675717233,1.993922388,3.241364828,1.485760362,5.007275125,3.630546573,3.28159997,-0.091460431,3.244433564,5.583211363,5.634362174,3.437275104,-0.856653686,4.247525233,0.654487088,-0.28968462,3.558510956
2.124382091,1.355449551,1.23514884,1.841821518,3.62124277,3.839105682,0.262882303,-0.393449802,1.824997928,2.086561747,3.953164222,2.144443848,3.926330098,2.552817543,2.41849603,4.030686685,2.097485645,5.356320306,5.080067126,4.203279962,0.138330582,3.123833829,6.368967057,5.857328069,4.288565484,-0.034535858,4.867429351,0.459578356,-0.738059335,5.059797818
1.247185674,1.338626866,0.296617073,0.893454787,1.266669984,0.630714386,0.648967475,0.237452387,0.460262331,1.691867046,1.030475095,1.104682009,6.122478327,6.088201284,5.052968904,5.908623858,5.414657538,7.53617313,7.430516263,6.649133422,3.843551077,1.227124227,5.218484838,5.834416223,1.851868651,2.430612769,4.105459069,2.324990088,2.089402208,4.12174151
3.010666408,3.03074853,1.644503162,1.720519057,3.178188489,2.032757375,1.303507999,1.441660357,1.876200493,5.073378904,2.011313625,3.059227066,3.721377005,1.391645764,2.235042361,1.286272442,2.085476269,1.531405437,4.535597847,1.704970318,1.149657526,4.765297046,2.492670226,3.012045632,1.927122621,0.995010881,2.541157763,5.213551438,4.598683307,4.648097789
18.33303694,19.59306977,23.37274682,30.06048796,14.56445776,17.9008214,20.74004217,33.79922047,26.00608829,18.32114122,12.56657975,16.6163098,29.94577084,22.46646678,37.02160033,21.99523907,24.76051953,17.90961191,21.76600271,19.86369926,17.97902104,33.81971383,23.2320282,31.81234739,35.66169103,16.52684014,29.40242971,26.39049438,23.7487078,30.97032343
2.81785533,3.496620499,5.110889692,1.935775945,1.970759792,1.608561218,2.097356921,2.860153625,6.553803314,3.498327187,4.903998476,3.733175362,1.405794968,1.561285957,5.522396338,1.547428642,2.887661836,5.906967057,2.193786917,2.092061182,2.574813078,0.033177704,1.698626858,6.33627708,0.073452116,0.941937413,5.037079861,2.237963574,1.183861824,4.651461798
3.967618742,3.494187751,5.695291486,2.75443375,2.784094691,1.97031221,2.904189476,3.490231541,6.765335938,4.702007567,5.145548224,4.672663921,1.483071105,1.801358224,5.083578871,2.730839494,3.122496437,5.151136373,1.772939424,2.073496689,2.284366239,0.310423577,3.118355218,5.543716437,1.07401429,-0.055024239,4.30902249,2.576136987,1.392431039,4.763341911
15.95215868,12.69832253,16.02872506,13.01145581,11.16455904,9.304437544,11.35262777,16.23674384,21.16051788,18.09637118,12.90079152,13.05773226,5.408299243,13.9931484,9.19003384,6.378359011,8.011637922,9.662660304,9.533013238,6.887761307,6.889280199,4.623735389,6.827318755,7.805740616,5.742961463,2.798309826,13.28129738,9.362489793,8.780219886,7.235307311
72.84078721,71.86462874,82.36643824,73.2466427,57.14596407,60.15244699,68.37713244,90.58681305,87.02659122,90.88789431,61.81397218,60.88250335,73.26692498,160.3955487,66.70569645,79.10826094,80.4733488,101.2492641,121.1108665,72.42785672,94.83953531,50.15558553,95.43508004,64.06022335,95.9599918,47.81912033,76.27774088,85.9827224,109.443188,57.41487754
68.57679902,59.92398708,74.61214106,67.2946037,59.42021054,66.06039946,62.54045993,90.10725943,103.4753393,88.55134511,54.52521918,55.5328661,75.22430042,100.1261525,78.65607101,63.32815426,66.75824206,70.63721934,79.96256278,60.27131082,69.33840327,57.04539451,70.82127081,62.02375246,68.55927816,60.15650022,70.73537992,82.7166369,62.53983349,49.18202751
45.325677,45.46162113,55.39249211,45.2244299,33.64493879,45.32220374,41.73681558,55.46714141,53.49249614,56.46874586,39.83807402,35.94230103,81.38642645,132.3405201,79.65546962,76.22114925,73.38246131,96.8175593,98.35416489,66.86705996,81.84173701,51.69480154,84.65221565,67.87740663,83.70670371,51.24550464,55.28067239,63.07625711,94.28170796,54.34435196
25.78262024,21.1545948,32.84682322,24.75877404,23.25154778,36.02860116,22.25068705,36.15225051,50.18689531,35.34688776,21.82291673,20.068482,64.32495622,38.57865118,74.30534669,42.23748217,42.66197233,41.60951595,32.58740303,39.21228399,35.34434557,47.13076772,38.25449297,50.16768837,34.63009563,52.67854755,37.93150854,43.98554898,24.87845841,36.97319327
11.37211715,10.36964827,15.24561262,10.6573648,8.462420917,11.10757016,9.214902545,12.67197807,16.88028607,13.05556891,10.94885744,9.790264243,16.42333534,14.57684827,20.05046826,14.44724319,14.50463419,18.01153198,14.19826435,10.79946588,13.11505019,13.57046102,16.40381667,21.03004864,12.98872189,14.24047397,15.57353356,16.13164641,12.5542852,16.7310984
11.29638599,10.64822218,15.07679457,10.40576221,8.94711246,10.89300649,9.569430087,12.60125233,14.53986194,13.6801963,10.82913958,9.095498391,9.491369757,11.9630778,13.25156161,8.492802557,11.80664597,13.13107262,12.3091907,7.875397209,10.62612443,10.8111262,14.82670845,16.38656021,13.40542162,13.77293994,13.44496207,16.02723296,12.41456764,19.09616739
7.429333717,7.091492248,8.928736383,6.314814613,5.461720311,5.580613679,5.414515601,7.022238461,9.604579532,6.475744465,7.940195663,6.880767096,8.037333326,8.6854943,12.18667261,8.149812588,9.745112386,13.57081156,9.504228638,7.766170134,8.603567242,6.643532237,10.34931206,10.6280178,8.595308841,7.411264199,10.40872297,8.865324989,7.876445953,10.55652197
8.763593707,9.197458036,12.46299621,8.209356349,7.329466841,7.821411059,7.832257912,9.651895181,11.50132217,10.58211855,8.672065446,7.474993252,8.934879023,12.14093237,15.22137983,10.11660868,12.13732229,16.07888257,12.77866714,10.03205385,9.931669827,6.380111907,10.91912213,11.91056941,10.21090653,10.32228983,10.02222253,11.6910521,10.69760187,13.07988629
4.466328779,5.43542086,6.436769159,3.459879292,3.774524861,3.594899757,3.89159603,5.132889058,6.966918272,5.09437526,5.452675229,4.830445187,7.320269792,8.605839562,13.82825043,8.323014663,10.30513611,12.88808543,9.440066385,7.648732606,7.56193143,4.302274473,7.970518897,8.84840823,5.789950474,4.618751229,7.784320856,6.832405957,5.727396331,7.526577139
11.93043091,11.16321418,11.38375901,9.758318843,13.71580747,11.93662734,11.87377727,9.52872017,12.71100135,10.50673982,14.42161046,11.01904686,7.364243148,7.733437277,10.778303,7.339763639,7.57225918,9.721502986,7.80541549,8.604180227,7.938724133,10.36699892,12.14105165,12.33312873,5.025330461,10.40071962,13.65145914,13.26685039,6.853918126,15.66342356
8.775947283,8.934844346,10.35118503,7.933281809,9.985868416,10.32088659,8.712102961,8.635274107,9.949061128,8.591805866,11.1116631,8.274267818,14.1620226,13.62746515,16.65372343,14.10178008,11.47508582,16.84502857,13.83644254,15.03306461,11.61024152,21.32340996,21.52591342,23.08664713,7.92274716,18.21581854,19.20783107,16.19770927,13.27534924,26.81731351
15.66664551,14.92102714,16.42641202,13.92424371,19.52214711,18.07191879,16.82798536,13.44170985,16.51406906,15.82217684,18.64123199,14.4941718,21.60663434,23.46882924,23.36212663,22.19035117,21.22321576,24.44318432,25.77649144,24.98857483,21.13225338,30.46517724,29.89300599,31.80948887,17.05376197,28.50884951,30.45640086,29.25414673,19.71267707,36.54297798
21.23575142,18.909268,24.22875783,18.91610093,18.40240573,10.62792252,18.1341414,13.61246599,18.59754357,16.94309961,16.98782027,14.8107689,17.58874419,37.10792643,18.0021837,26.13702059,26.99965805,34.62562952,32.92614276,22.32236433,33.81302862,20.3047003,24.87814762,27.55251057,36.47963908,19.26821409,24.15617994,21.33189548,23.58228506,19.10888995
13.94316579,11.82398661,16.99271764,11.52428977,11.75279258,6.836547535,10.76496525,9.335807079,13.68531375,10.9653612,11.26803053,9.161010541,17.96242575,36.9956487,18.99489567,24.9152023,28.97830759,32.50845171,35.19025616,22.51832425,34.00706744,19.25879025,22.57732491,24.83133027,37.10519143,18.52639384,25.05600062,23.02453969,22.73060792,17.335667
26.07932506,23.36785009,42.97590717,29.60213626,27.96716397,18.86638879,24.70283844,21.77953775,32.81416969,25.93770649,22.1029035,15.90386118,9.45319021,13.92639512,11.92709333,10.67399791,10.92076776,16.49984547,14.19637144,9.556024844,14.25690538,14.84994931,22.68723421,16.58896981,19.40420043,12.91582201,19.50700108,21.9098425,30.14662098,32.97299418
6.282572875,5.9169223,9.489028914,5.515797756,5.452062793,4.040585561,4.66351932,4.93351997,9.292628263,5.44475248,5.812250817,3.909024053,4.285462679,4.008580604,6.241570419,3.774833916,5.030356206,7.130327556,4.43951116,3.536740467,5.305518951,3.998766089,6.458964444,6.695559863,5.094248475,5.154050227,7.627560966,8.02076305,8.007020231,11.1685707
9.162748399,9.841728295,23.48738795,13.08667338,13.26885572,10.60125185,9.85827492,10.07840258,19.0970763,12.17115797,9.560125546,5.503095751,5.756435479,5.126476198,7.880520322,3.815600405,5.327127009,6.833255437,6.381507733,5.117453327,5.50715596,9.277739238,16.08687826,10.38019132,9.597269865,7.324964173,14.82771706,16.5641016,23.65732666,28.76584536
4.752741813,5.025236138,5.573854745,2.241452586,2.961873336,1.758710146,1.899069797,3.027002597,5.726675519,3.459339654,4.460075609,2.856332112,4.78708161,3.397201885,6.482191813,3.661577484,4.644981552,6.540238607,3.582449616,3.916210966,4.135083654,3.033210269,3.846770514,6.639039407,2.682303447,3.676156227,5.519610387,4.902346227,4.151973433,6.510911229
4.769304037,4.721504527,5.43039406,2.414205558,2.100257059,2.217521027,2.855627868,3.531685098,5.669272326,3.215842574,4.714596409,3.567658884,5.455656162,4.453342878,7.291904611,3.600817238,4.103338305,7.178785692,3.175999705,4.847648992,4.59577857,4.021919698,4.654322597,7.11101166,3.663895385,4.194928949,6.344188302,4.717635668,3.761974928,7.312509884
4.275943543,4.287838773,4.489812081,2.206944447,2.439166481,1.633299098,2.023759732,3.09201859,4.913678608,3.055829611,3.410389433,3.462688644,5.452610155,3.401653789,6.673371387,3.304376092,3.910871668,6.09619985,2.885171257,4.115683511,4.343302712,2.663099735,2.376630647,5.422554069,3.303376601,5.116917889,5.351805439,4.231248367,3.029122709,7.109233178
5.251927945,4.55575691,5.221367212,2.800698472,2.129157036,1.84313532,2.26253202,3.018088581,5.107929119,2.897787608,3.846972644,3.304775692,3.601554848,3.411188812,5.437228799,2.173351627,4.169606307,5.926298189,3.344444764,2.640818205,4.111662633,3.535929043,4.142158251,5.23312745,3.099174527,4.429630622,5.091151049,4.250521279,3.231303735,6.612748761
6.431407979,5.34362071,5.262048568,3.5281429,3.502503671,2.202097666,3.100753582,3.12853264,5.973560036,3.579923697,4.703736143,4.200598712,8.420396902,18.29613501,9.519493606,11.91400878,14.33672736,17.98518268,18.38828816,11.69887818,17.90819788,9.495083642,11.61063332,13.97826898,18.52810004,9.473413017,14.43980449,14.15915807,12.28234488,10.44667725
21.46965052,17.86763904,22.14858921,18.58154112,16.35187216,9.140545542,16.35031468,13.26317605,16.7455874,16.62741555,15.90508955,13.38002536,12.340949,28.09783042,13.3827635,17.58780668,17.22887153,23.17936584,18.82953567,14.19288331,21.00657924,11.15863703,12.98995613,16.1584968,23.37765368,9.169141122,13.92622254,11.13785584,14.96707349,11.33552928
10.36902953,8.903973207,9.98570335,7.581126172,7.313574446,4.692966358,6.60938944,5.954446955,8.401799893,7.027154802,7.236601374,6.241508385,13.94025033,33.43107835,14.04723774,21.27586075,23.88775642,28.69451369,29.79509699,17.56616596,30.51271096,15.11061056,18.91409083,20.8607795,34.24467845,14.10417707,21.58207903,18.78297862,19.87868724,14.35333014
20.68159163,17.65150521,21.74839389,17.29707487,15.18718514,10.34442344,16.54286814,13.32544713,16.33477559,15.94388378,15.03327886,13.14333953,8.959865002,14.8170542,9.682555949,10.95188815,9.845114207,15.42845093,10.19683423,8.527473741,12.69926953,5.513842201,8.246135013,9.604453939,11.3450588,6.339411656,7.560655978,6.503543908,7.666747154,8.356278575
6.040239129,5.175641392,4.882182056,3.493978115,2.549997378,2.266613839,3.001732041,3.829392378,5.015978348,3.710082519,4.244962178,3.794952395,3.409986467,4.113917263,4.988923412,3.570705412,3.459241462,6.165802731,3.881652621,3.542239494,4.717949182,3.364507978,3.256471203,4.652157152,3.715908205,3.956021346,5.163319029,3.734610498,4.095590331,5.994001031
6.030466236,5.283580325,4.940006867,2.825379651,3.177280293,2.573288532,3.264491237,3.271446303,5.270534657,3.94458146,3.938813987,3.837586425,5.098299648,4.857629963,6.828969812,4.168396907,4.355303588,6.537531322,4.131155804,4.426071841,5.106427678,3.436450248,3.544076184,5.435765516,3.85789666,4.471251099,5.243680463,4.384375575,3.813812437,6.351386694
6.092516648,4.586886538,4.58442413,2.674639547,2.599688644,2.410897591,2.040348747,3.710422863,5.499207413,2.543677592,3.909841443,3.414448605,4.218652054,3.228224739,4.740514777,2.616682817,2.907367543,5.340563098,2.63375907,3.293505879,4.959825186,2.393368298,2.059914126,5.13353063,2.83586553,3.233763891,4.293218497,3.768976931,3.195906267,4.711443091
9.099600859,6.877001907,7.941993516,5.568963088,4.918376478,4.754484908,4.878687652,6.51687718,10.2985268,7.607042566,6.030061817,5.933968641,4.352638773,4.684207046,5.1285117,3.235698854,3.890168147,5.881298181,3.540613294,4.259373771,5.136406863,4.29518213,4.39669599,6.707916167,4.181230016,3.764456604,5.912306762,5.430304302,4.887947751,6.924531883
13.44993216,10.75820205,13.11179935,10.55644063,9.533103136,10.36528963,9.008636209,14.06999729,17.50648895,13.89431553,10.52691087,9.391531289,10.13982068,8.985710643,13.11224926,7.748260653,7.807477322,9.957616224,6.964743256,8.569361644,10.96759426,10.70699265,9.000457514,12.13979594,7.484464614,9.574271249,10.55969984,11.90589272,7.638446521,11.82987917
26.99036645,24.37997297,29.74580266,25.72808662,19.65527899,22.40138125,22.23776208,30.32693195,34.59404002,30.57003138,21.10527174,18.81388487,17.7491938,22.32606117,19.20663507,16.70962628,17.8493588,22.63146935,23.22010983,17.95381518,20.95985279,18.8427665,21.03414986,22.44913559,24.88173295,21.19742047,21.12923265,24.58734079,23.42889745,20.99361565
35.80115519,31.65542141,41.91146638,35.28667601,28.30486944,35.05613301,30.62085832,44.57818208,49.40068398,41.59763106,28.48003308,25.39153828,40.487179,46.67150972,45.82754966,36.00127622,36.06108231,41.40075715,41.87666564,35.1963892,46.11241136,43.22396871,42.69540303,47.37634863,47.04231597,43.77197608,40.51271234,50.78050227,41.57804836,41.38306309
38.98594371,34.50730044,43.86227417,38.89967033,29.81562428,34.95400575,34.34240198,49.02371415,51.69636934,44.34720972,29.56847433,27.97070516,50.11374667,65.91446549,49.21941823,49.87949928,48.2537278,66.67185204,62.77454793,43.8858385,58.73801472,52.23906555,54.36546417,59.63834641,63.64696664,50.01336287,50.20935336,62.93402319,54.20418642,47.0043564
26.20293782,23.37173839,27.31798894,23.30394525,19.31930463,22.85131128,19.92690664,28.52329963,30.31542198,27.74449508,19.83989568,18.17363226,25.44926743,30.98454193,26.1301852,25.06023174,20.897072,37.80023368,30.42792999,22.1332304,27.9600977,23.98028854,24.81610552,30.08303102,26.28627579,25.70893623,21.74877175,27.62375234,23.74749737,25.32512212
22.07647149,19.5581173,24.56535065,21.21088817,17.67724297,19.5279374,19.32417951,27.56708418,29.16261447,24.49822976,17.63736449,16.87544196,35.09482533,43.33891648,33.65495633,35.18064801,31.15750891,55.65727405,45.44475837,32.53570578,37.57473394,34.69609964,33.67982965,39.4521955,35.32632475,36.36953758,31.65431481,38.64018401,28.43406365,32.77389209
25.46320347,22.401575,28.05733046,23.76227008,18.83676448,22.06429339,20.96680889,27.90089349,32.03825361,27.77170224,19.49191819,17.67750295,21.2619866,28.96559882,23.29348904,21.30725916,19.81734332,28.76748155,26.32989099,17.78910741,27.10522296,26.74304136,27.88431114,30.53181428,31.00663555,24.52075087,24.47361066,29.79923287,28.35331046,24.61424105
13.14609472,11.60837431,13.62895512,10.19087951,9.414249298,10.30019261,9.645369306,12.36365388,14.25035594,12.89443436,9.500961145,9.025959288,11.13101818,16.01108,11.75617209,12.82258468,11.32161575,22.42578511,17.74019806,12.2582146,14.31709767,12.39141677,13.82523427,15.5285562,13.0171438,13.95377001,13.35142943,16.04616931,12.21455859,12.52168775
10.93762656,9.234414548,9.976100279,8.175912513,7.644275129,8.700621245,7.999705941,11.15976096,10.36011845,8.734979045,8.280568719,7.687753079,10.53519042,15.26615086,10.70137727,11.85212441,9.377531462,23.60944727,15.25594411,10.02021623,12.71940275,10.83194079,11.69428971,13.92476285,12.10846306,10.91498386,9.964857366,10.9013774,10.04013387,12.75970438
5.724536889,5.1397493,5.714173388,3.992581006,3.313499726,3.88594731,3.937182655,4.854699478,6.600786208,4.144440449,4.772996877,3.576165642,4.792408524,5.717904613,5.49098479,3.652146306,4.747378833,7.419722411,4.481063998,4.028759853,6.397635187,4.973333595,4.462859708,6.769651871,5.673962417,5.207241779,5.414882402,5.703054685,5.946458977,7.08247482
5.661198301,5.460678418,5.935698367,3.397897673,4.280095271,3.966954611,3.697370097,4.745432468,7.431612703,5.262407641,4.090241278,3.300811933,4.187293986,5.283719355,4.548930826,3.134204303,3.88941797,7.350797272,4.463984445,3.939428303,5.065727325,4.134219898,3.982711155,5.90063214,4.831114787,4.78106126,4.650985814,4.618799214,5.175309693,5.820284455
15.66097953,13.70283573,16.7954395,13.05610902,11.45945974,10.50743788,10.91267689,15.44967357,19.64101833,14.69958283,10.43276109,9.485627229,6.4881528,15.28561299,7.305239089,6.847829275,7.826544646,12.65728181,13.77502574,6.622237649,12.81183744,7.783340584,9.325237709,9.18644709,13.7807858,6.767199835,10.67244827,12.16532869,14.09316246,9.302716158
13.43331579,10.29145483,13.88552213,10.56834794,10.31989969,11.37217115,9.306197112,13.8731177,15.22332112,12.22092168,9.95918859,8.833215769,14.00687164,20.78653284,13.7427153,14.38654231,15.37667564,21.93030738,15.7321724,12.85397653,20.96170455,12.65077898,15.90324832,15.2847509,17.15745434,11.57856944,13.65763867,15.83094615,17.75216019,12.87588888
17.70564421,14.9291029,19.30837406,15.32159472,12.02624688,12.20941436,12.73868983,16.87897758,20.20577821,15.91114785,11.23495888,10.94314736,11.29496855,23.10130324,10.56137134,12.20163034,12.05683933,20.25674473,18.96254969,10.16523104,21.83150064,11.17669266,16.07552118,13.69862749,21.23377724,10.5251837,14.67576241,17.20708165,21.06658388,12.69548906
8.181323339,7.175003242,7.424449108,5.745921093,6.131212737,7.277613885,5.496446824,7.165812269,8.799089586,7.062915571,5.771451078,5.072846519,12.11132731,11.28572108,11.0705988,10.29199948,11.00154026,13.88867065,7.870227399,9.888474276,13.46272018,8.365072608,9.514589997,10.75592534,8.665858562,7.265441704,8.101782024,9.294701904,9.533208612,9.700926818
4.966903746,4.989179317,4.508745317,3.399613894,3.267057902,3.14610455,3.352141885,4.197733459,5.150325481,4.307756065,3.791047042,3.353848061,4.81186725,4.717098897,4.931179244,3.014218647,3.750053629,7.331165737,4.783384778,3.64374902,5.840939579,3.507823596,4.06798994,4.876272318,4.761242674,4.50759857,3.930456629,5.144287877,5.809796879,5.669133327
7.602729567,6.928645737,7.451338834,5.994882157,6.006747489,6.116444896,5.580483206,6.470707983,8.356140933,5.691196754,5.538076149,4.726652504,4.263947834,5.065393867,5.479120606,3.521000675,3.886175868,6.220093272,3.43916469,3.873894937,5.441629123,4.665748813,3.703706417,5.19835218,4.348321024,5.236177718,5.266857172,4.757029122,5.455094153,7.407430221
10.08873244,9.587483425,12.03655729,10.2955281,9.387497939,9.852037268,8.848675282,10.10928039,12.67454402,8.309850139,7.915556484,6.643192688,8.980937464,7.912651599,11.35449219,6.22738303,5.980077164,8.81633056,8.413842004,7.090002109,7.807298232,12.53564897,13.18430211,15.14730703,11.31063002,13.18746177,13.27033647,13.89690798,12.18879281,21.00774983
9.090132431,8.446391711,9.579591011,7.303508052,7.178562791,8.927156339,6.875268717,9.552976659,10.50774764,6.986436519,6.79822418,6.028819914,8.895964372,7.078253562,10.26935866,6.21239004,4.560117611,7.987425883,6.912508571,6.636768912,7.166911261,11.50067722,10.27287645,13.33357046,8.62973354,12.16094848,10.91359943,11.53619337,10.47343007,18.22730396
11.01201612,10.62346436,13.58810739,10.98642918,10.02885232,10.60392056,9.578476417,11.31143364,13.48828649,8.013836832,8.388242322,6.99519059,10.59734818,8.147189153,11.92809675,7.683494661,6.070453565,9.294785484,7.990861887,8.3407089,8.492732007,14.042576,16.17952312,16.49765379,11.97937328,15.0234572,14.60141448,15.528971,14.49061712,23.80060206
5.892629787,6.203041468,6.50336682,4.463400093,4.814302656,5.568179755,4.810109552,6.522426005,6.651138212,6.061614339,5.194588581,3.635291793,5.386177243,4.479981411,6.127339132,4.04775672,3.678372067,7.325187316,4.78458038,4.946798578,5.372757427,4.646341264,4.762154977,6.711411196,4.719148482,6.554481845,5.285526592,5.403903878,6.138122705,8.295328015
6.621234975,5.399324753,5.451169451,4.398572908,4.248532437,3.938763332,4.250947886,5.278257087,5.577675238,4.815904609,4.624081848,3.429582992,6.738947884,5.641121852,7.729329118,3.789840282,3.291162277,6.624474965,5.050760377,5.178309421,5.495691834,8.06880617,6.827137251,8.952250515,5.933357365,9.977406635,7.667412574,7.846257956,7.158870152,12.85470911
7.594150082,6.93563339,8.011416674,6.451541132,6.519729872,6.89208154,6.421825151,8.069371762,8.174394226,6.623770641,6.589034317,5.382511331,5.888703104,5.15517499,7.126556894,4.027945642,3.313061148,6.47114,5.092475386,4.652562579,5.986228023,6.941071976,6.609419326,7.560767951,5.381324601,8.551233679,5.705387384,5.958602795,7.19005701,10.82213532
4.296046168,4.634497299,4.029955331,3.275826809,3.8445302,3.759621662,2.934532025,4.581514196,4.95806912,4.37007466,3.691623255,3.050021105,4.430783354,3.866196892,4.609574112,3.000306204,2.739422048,5.911785541,3.377735869,3.51226584,4.995868708,3.929578408,2.879726169,4.378816281,3.972523407,5.814573221,4.055599663,3.938269886,4.516497767,6.124729965
4.082238826,4.762244153,3.757039824,2.552133797,3.023235151,3.451790209,2.869925637,4.69832351,4.01276211,3.916328398,3.892090902,2.681965748,4.203506425,4.068022772,3.87498102,2.90594601,2.801161475,5.552935759,3.777430723,3.745547237,5.000233874,3.919118455,1.866763251,4.159114388,4.837268587,4.700570152,3.365050181,3.533706946,4.746437812,4.833128426
3.630231028,4.544368113,4.588310639,3.378173166,3.181764097,3.155723653,2.577043277,4.714566937,5.002190286,4.822988716,4.012898883,3.064003127,3.68482911,3.89707072,4.326179,2.785784851,3.119917641,5.726149319,3.089039696,3.906009245,5.143510399,4.512924316,3.135423753,4.517187913,4.400499195,4.840139731,3.462773481,3.911687966,5.176836661,5.745229351
2.272235558,3.591681439,3.895205157,2.867064171,3.291516079,3.253770112,2.974034536,3.891681333,3.608428867,3.838638575,2.759394946,2.370968499,4.036370225,4.547323671,3.811715618,2.844284509,2.646692167,4.825569581,4.000346273,3.310639599,5.19006634,3.686923969,2.432969731,4.301090874,3.910641579,4.844801291,3.745690757,3.144429051,5.242346249,5.129697482
2.103044668,0.392059589,2.923866381,-0.450843356,2.280710412,1.875237593,2.268527236,5.72165165,5.209509137,3.345494534,-0.922619633,1.920448051,0.249731632,2.477977017,3.233464877,0.557164371,2.459593307,2.107363354,-0.34360834,0.99123458,2.801503016,2.759086675,3.183409632,3.020060843,2.25793105,2.662844429,3.07097853,-0.265298776,-0.814284189,3.531694503
4.098910767,1.08973723,3.65758839,0.983240986,3.146025539,3.988183845,3.431845095,7.40562097,7.125566639,4.269354298,0.933560469,2.81871234,1.963712478,4.415208964,4.956857507,2.675446315,3.885796358,3.000778119,1.275225858,2.238005645,5.575111194,4.219399087,4.591240513,4.936185917,5.234495616,3.856094498,4.53060024,1.636646622,3.250976941,5.06272846
3.89380008,0.963674089,3.924539097,0.869897073,3.004149592,3.305197508,3.279020811,6.95787905,6.939676038,4.261291109,1.382552229,3.049155333,1.469040778,5.21226068,5.044272979,2.526483383,3.565561931,4.009580326,1.740323015,2.757434786,5.557959759,4.286060661,6.454207866,5.572298023,4.976735021,4.562802,5.057710504,2.055153868,2.15599897,5.533261504
4.278422411,1.168132879,4.817554074,1.26072561,3.592000752,4.400569225,3.649130408,7.983378101,7.810964158,5.566557849,0.701445866,3.219540265,1.386230093,4.906876692,5.486041608,2.673984608,4.192270701,4.710794864,2.357970066,3.14422188,6.383022965,5.039270971,5.115236756,5.452701902,5.688904084,4.293460404,5.101386009,1.901593039,1.30260363,5.668654948
6.831229592,2.805733266,7.129309109,3.415613289,5.381459341,6.035600882,6.171991,10.40705831,11.15158914,7.86962016,2.203267843,4.65088961,5.039097879,9.36419853,7.811338407,5.632903144,7.10258525,7.86835414,6.557051375,5.678367254,8.253636013,7.768731226,8.422508798,8.448564911,8.855977122,7.391240087,8.165187222,4.073166166,3.83414255,7.351840698
7.116210053,3.223500159,8.276398356,4.839730023,5.576577187,5.81120838,6.655518876,12.24628435,12.90313049,9.510024054,2.837709949,4.709688934,5.674179509,9.312648153,8.149859063,7.745636716,6.92612001,8.91146067,7.733972496,6.13346459,9.189470713,7.91700173,8.952549412,9.123852889,9.091015749,8.685559396,8.013308586,5.553172102,4.606244288,8.332659561
6.429310647,2.938708805,7.708876155,4.216907515,4.726609301,5.53250315,6.334021541,10.77735279,10.45595905,7.495973737,2.049884195,4.511519858,5.534249754,7.484180322,7.72623038,6.594853063,6.544061038,7.795237796,6.674219012,5.865541899,8.321286516,7.283708643,7.575134771,8.14706735,7.846111629,7.729468272,7.226283395,4.909072263,3.792987474,7.45204028
7.926713655,4.011105069,9.233847391,5.327561331,6.158107385,6.999476292,7.420931262,12.18265995,12.24911309,8.652507905,3.155922856,5.332049847,6.372893375,8.766869523,8.695467974,8.401163037,7.222435339,9.204260554,7.996918003,6.859952597,9.43677998,8.737928376,9.017266116,9.975798327,9.115988338,8.672878567,8.419877425,5.632248718,4.570671083,9.401090222
10.45627386,6.378685025,12.38698814,8.022699229,8.730481572,10.45423169,9.85403872,16.40206846,16.35957159,12.38396761,5.611016409,7.57853294,9.624934526,14.00914317,12.94511159,11.32115099,10.82451713,11.58351554,10.36487033,9.406298048,14.1064061,13.56207401,13.31441781,14.71994197,14.75781272,12.93779464,12.87539103,11.19530768,10.10018333,12.99969394
