L0001,L0002,L0003,L0006,L0004,L0005,L0007,L0008,L0009,L0010,L0011,L0012,L1201,L1202,L1203,L1243,L1244,L1245,L1255,L1256,L1257,L1216,L1217,L1218,L1234,L1235,L1236,L1261,L1262,L1263
5.856586492,0.485535871,4.166677954,2.149886695,2.886375963,3.828951072,2.264684729,8.146299715,3.09617893,2.162582557,2.796127412,2.512812125,9.591983098,7.610806027,10.35780131,5.949436745,4.23753895,8.140296496,5.433206543,7.209452509,6.932354288,7.089808352,7.426261314,3.375822829,5.003684153,4.530377794,5.813963303,4.698864162,3.504360591,2.459313793
6.156733702,0.516391822,3.63704352,2.345168887,2.249332154,3.863162703,2.107330942,4.768794498,1.983162002,1.62052686,2.469681618,3.054204281,8.299852417,7.113817236,10.08329741,6.043217193,4.401685673,7.583400697,5.576110018,6.186579297,7.286026711,6.425628453,8.169695399,2.5434798,4.285063387,2.77297445,4.257136441,4.22483885,3.460911447,2.002308905
5.399015123,0.831302003,3.203451672,2.273536955,2.439899213,2.956450736,1.599555901,3.346241519,0.908878022,1.729303646,2.236860233,2.620300139,5.487449283,5.94331177,3.766987677,3.339989148,2.873195848,5.51511632,3.891513989,4.752471404,5.809251351,4.573732348,6.855838538,1.493186393,3.435580375,2.645395407,3.65584631,2.902449696,2.63360034,0.703532336
6.517150828,1.510784135,3.775373544,3.033658948,2.36688725,2.800857137,1.900125783,4.646995887,2.393599343,2.32984311,2.473364288,2.781714021,6.141767749,4.757221163,3.509812354,2.587939187,2.503410402,5.576401227,3.669261978,4.595817641,5.909672382,4.203898768,6.827203286,1.500377643,2.770004943,3.063865971,3.111607419,3.000817476,1.890388314,0.923653544
7.535200662,1.198997007,4.058651096,2.720310491,2.648567015,3.247451613,1.959559109,4.965585577,1.877182548,2.388515378,3.086922027,2.629515871,7.326594434,5.236543702,4.504617291,2.900595357,3.531020522,5.7128974,4.023581091,5.264965367,6.334457246,5.095276634,7.444175157,2.255370618,3.900776491,3.335495063,4.287137502,3.676127249,2.147937974,1.941292676
5.953498594,1.023043125,3.295856069,2.911804664,2.061309094,3.87888283,2.15014715,3.818291269,2.561503625,1.57852736,3.093015271,2.618305972,5.469215823,4.05377821,3.331741246,2.717317662,2.228473138,5.252110368,3.885872813,3.826724627,5.472552522,4.018586189,7.923919983,0.449559692,3.144609116,2.810288089,3.339580246,3.172174106,1.945683204,0.769803223
8.076380122,3.298918065,5.94717706,5.296016336,5.79701197,5.984247369,4.799157461,6.976158891,6.37272271,6.119884784,4.595596413,4.493096986,6.161740743,4.927475222,3.466050745,2.963256306,2.601722855,5.135349636,4.028812761,4.350387394,5.333456067,4.883426367,8.017339359,1.946880925,3.809699548,3.354412301,4.413179128,4.951383005,1.545951464,1.73361803
7.667171487,3.324011922,6.737498324,5.19693832,5.283142422,6.822102425,4.23329088,8.047960883,6.000207518,6.425303345,3.931205791,4.090226138,7.508168616,6.116532036,4.922326144,2.613611413,5.428475088,4.531666787,7.718896178,4.522851507,5.586439308,9.553899575,13.73375289,8.252779123,9.018964868,8.512840926,7.607070366,8.232457996,5.230153406,10.61194278
7.21954473,3.76566219,4.727629291,3.996297518,4.59588669,3.919333495,3.841408037,5.170357014,1.482497317,3.301496609,3.949585885,4.340968012,9.142565279,6.761693451,5.942639241,4.753976785,4.482759531,8.671124148,6.214983217,7.109025491,8.598542036,8.194530414,10.68629824,4.203963625,6.490042622,7.07985677,5.589252054,5.697102705,4.023576208,3.219886954
6.135458913,1.904318218,3.327673084,2.659795232,2.765680165,2.992203216,2.63466026,4.653683167,2.210869621,2.501357139,3.001010854,2.981681105,7.345101325,5.461596286,4.697815106,3.961269363,3.42422239,6.674852482,4.149482594,5.244975559,7.264438868,6.138994216,9.094763404,2.446047507,5.163051025,4.018641295,5.337398405,4.566673367,2.784112558,2.362712226
9.002574287,3.537156103,6.539077075,5.493933411,5.384302423,4.573305812,4.091781696,6.100296095,4.372892286,4.214665934,5.086892883,4.928397269,7.337486571,7.073451596,4.368172093,4.412924784,4.119933501,7.391670753,5.651951666,6.105120533,8.612209727,6.988994909,9.896126903,2.951646837,5.91782669,4.235628775,5.504219254,4.633551644,3.308223759,1.867559836
40.94206689,31.31887956,43.27924909,37.81729883,32.0490987,20.57420387,34.18975146,27.18886141,29.33689662,31.0646775,28.16207577,25.3722502,28.65389421,71.00940175,20.31190724,43.44271527,47.34025941,57.13772864,64.41860107,37.38482231,65.68482148,35.28149367,45.58298479,38.28012017,76.364835,28.5397079,42.00887032,39.3841699,41.25848385,21.78172319
7.031162366,2.883625213,5.110581962,4.544979723,3.907201857,4.378975314,4.038349409,4.891323545,2.688586367,3.716315362,3.198532293,3.361874942,9.233647349,15.23587356,5.866364521,9.010536437,8.148738112,13.85593162,11.73985742,7.498891021,13.62933474,7.351534234,12.67695623,6.67442043,14.21982241,6.463814315,6.492699957,7.260785629,6.019174655,3.299641807
7.195297223,2.822568098,4.494754176,4.172482685,4.132471569,4.813742124,3.543440185,5.984728631,3.190723716,3.70257853,3.375487184,3.71083711,9.896760029,11.95884229,7.805300982,8.113092045,6.893394778,10.68214323,9.414357255,8.101694075,12.04483585,7.596238194,9.807417227,4.448117041,8.48064786,5.504385907,6.068478939,6.282595588,5.19536511,2.184571325
6.471428183,2.558986047,4.462742157,4.012642437,3.237015722,4.762750346,3.077368465,5.157445176,2.844095822,3.263873337,2.996654838,3.276329899,13.66978244,16.89225555,10.91899446,10.93160131,8.932218513,15.41507698,10.37418935,11.12066998,14.89012278,8.943296972,13.23786129,5.100109768,10.12610373,6.63837173,7.887194872,6.826441288,5.887689313,4.67313457
5.396211014,0.614134074,3.586682016,3.085835379,2.748324767,3.28994258,2.426236354,4.795494179,2.683763845,2.752674448,2.434342907,2.984600913,6.629898739,6.553916765,3.429914805,3.379051217,3.570496857,7.336324356,5.463338332,4.647579723,7.078888307,5.953897532,8.207791359,2.472913562,5.826931721,4.112332826,4.102816391,4.461990794,2.599509843,1.60868957
5.572930054,1.282228971,3.75298972,2.791125104,1.810394624,3.422690566,2.52216239,4.877026701,2.239214628,2.109370325,1.925326813,3.002336317,6.449791557,5.713979543,3.633682612,3.211007299,3.208055021,7.295746307,4.530670023,4.407275223,7.338753339,5.87059031,8.580003041,2.426738548,4.866370392,4.251725902,3.92551274,3.881646636,2.936480481,1.073911872
4.958241867,0.941343527,2.403891246,2.44788404,2.221490942,3.111989524,1.94762959,4.292684537,2.080305393,1.461178753,1.612172309,2.151048215,5.977447114,5.378228575,4.021728703,3.513016633,2.905789791,6.245423825,4.438619826,4.19213132,5.986236638,4.822336299,6.67383871,1.534676231,4.517934449,3.597051026,3.167465837,3.955056335,2.121989618,1.00624355
4.972779833,0.809168168,3.65213469,2.399995215,1.776680194,3.23209944,1.524821478,4.027942536,2.028153906,1.516157763,1.807097642,2.507427672,6.131434328,5.539313896,2.619537652,2.949589941,2.697800008,5.824630206,4.479101746,4.507925162,6.157826529,3.986051998,7.331437547,1.504670316,4.68569183,3.914642307,3.870657307,3.069771969,2.193133293,1.032945717
5.532247121,1.585665368,4.06261672,2.481386028,2.067675548,3.456315957,1.802367941,3.865938343,1.754036243,1.803401098,2.163586949,2.656735123,5.899428725,5.84101621,3.377678609,2.419291072,3.511566251,5.135443187,4.8732221,3.972662221,6.634918726,4.477933765,7.768052365,2.051940495,4.225000495,3.070758214,4.386896233,3.993260715,2.479412138,1.969772607
5.782990248,1.280086274,3.257394503,2.858321282,2.479553215,3.79892192,2.328217872,4.74490165,2.305161548,2.653543654,2.402231435,2.697430496,6.103984664,5.022333465,3.131152254,2.238129812,2.576857874,5.537018578,4.883376141,4.18023053,5.015923074,4.835589466,7.282641937,1.904688901,4.03923405,2.702214247,3.918492934,4.013920848,2.054017347,1.070123605
6.452248622,2.125762923,3.992355931,3.579963198,2.968142455,4.061885208,3.238029338,5.551304674,2.811853104,3.191968038,3.101728351,2.853819926,8.625130702,5.698764544,5.174013892,4.957608249,4.06462634,6.510070156,5.67016328,6.659287579,7.115677453,5.186940238,9.238028687,2.703511022,4.227062534,3.899327589,4.087057905,4.880760537,2.312594738,1.880373884
5.620355793,2.617241463,3.750031488,3.537138301,2.677031403,4.554430646,2.770067907,6.16649504,2.747762239,3.523574213,2.942217784,2.613646306,7.522871929,7.0158409,4.904060115,4.42776993,4.745910489,7.463838021,6.574523869,6.990014765,7.563821407,5.619455294,8.350271035,2.205260221,5.094796993,4.168639491,3.977819327,4.405979459,2.525656459,1.801049719
5.087818402,1.644400441,3.871455376,2.479368769,2.774289778,3.805661519,2.290106822,4.242235918,2.600039448,2.660371447,2.036896281,2.519324562,9.87669918,8.664169719,7.434256585,6.426971175,8.205090905,10.87141198,8.7425634,9.542518212,8.04323695,6.18765616,9.247195986,2.508116816,4.753306289,4.0673753,3.929558058,4.33345069,3.021727968,1.899442107
5.675815625,2.012530363,3.48112603,2.769151425,2.033098648,3.316429902,2.791226808,4.195958455,2.613696178,1.795741552,2.398150323,2.852443528,8.780977506,5.423096169,5.892084431,3.632245114,3.92100285,5.926332155,4.857134797,7.049163372,6.717553501,5.889982138,7.054597172,2.089592488,4.274804267,5.223373291,3.67618164,3.628527417,1.803902861,2.065463358
5.576625229,2.262041517,3.081621463,2.859158299,2.70856246,3.29332741,3.159069843,4.338210594,2.510205664,2.487812508,2.595854171,2.692896112,7.076146922,4.215710124,3.346041329,3.289816734,2.766008334,5.303817785,4.039317052,5.021167041,5.783927331,5.137979298,6.721587535,1.884621003,3.265029939,3.568859189,3.818302986,3.370650108,1.299749669,0.867064652
6.761294993,2.296284605,4.408903377,3.901065366,2.705966669,4.05225574,3.773857508,5.633599276,3.719171936,3.230196697,3.19139832,2.920146084,5.824941954,3.613541697,3.143863112,2.647375157,2.821773362,4.725226388,4.367761538,4.420390376,5.28197461,5.233642667,7.060929854,1.680154482,3.42362415,2.647925654,3.865189568,2.995778514,1.3278128,1.245383143
23.94456301,17.2737686,28.69365431,24.31941616,33.27499828,24.08770887,22.62540451,18.11866838,28.92393274,21.87344595,22.45723076,15.81929917,6.872578864,5.335662283,4.096408227,3.678491481,3.094934275,5.348874088,6.354201243,6.072984004,6.156023897,8.453881594,11.21389837,4.119452604,4.843563253,5.624908168,9.313777564,9.340363374,7.366594462,7.657470662
22.02843709,20.04880872,45.09594361,32.18595799,33.5635692,37.46197982,27.01493638,28.0092837,33.92015145,29.02677637,26.41469391,15.96636397,28.30174272,16.00277875,24.92479798,21.99891405,15.91138481,20.03851883,30.88336095,30.04809667,18.71073748,65.51156,73.34249635,51.92340694,26.62650933,53.0351548,57.09174236,63.84619662,63.78878731,101.1741183
5.439883615,2.845142035,5.776617364,3.643352894,3.835441829,5.522489238,3.376364956,5.59004635,3.280584589,3.854089177,2.862813268,3.214549128,7.425359489,5.869454131,4.657238203,4.807889438,3.958609816,7.100883005,6.498051634,6.594578291,6.942232685,8.518220562,14.28700084,6.843101628,5.23979674,7.521131519,6.648651831,8.010069898,4.92072975,8.757209877
4.942996184,1.744968521,3.6278933,2.274423889,2.607449624,3.683906805,2.378145012,4.689561897,2.408823513,2.134904043,2.36486028,2.643555551,6.382088135,4.898214545,3.65685856,2.676594786,2.885671571,5.004025938,5.015153185,5.050964424,6.116555012,6.210745517,9.234940434,3.109674689,3.887024445,4.943325532,4.609613372,4.852255475,3.000262113,3.645811032
5.957863401,2.658689283,3.126811872,3.075641061,2.687783012,3.614323579,2.396983776,4.635997752,2.068137561,2.15441322,2.609304311,3.321440535,6.050215277,4.341212314,2.792185299,2.941602178,2.860005288,4.906472314,4.300321768,4.711489826,5.965657329,5.194632403,8.437632881,1.672672043,4.069378425,4.688636033,4.18150364,4.235158525,1.959923387,1.616450367
5.090462954,2.004937828,3.81141522,2.951237799,2.32347821,3.788695675,2.298213564,4.32118159,2.522675622,2.586080104,1.210463393,2.968719857,5.309462896,4.88715657,2.847898308,3.085966584,2.727970011,5.167832572,4.665887707,4.150086894,4.902499575,5.758344599,7.892253859,2.837433526,3.516809796,4.689478863,4.101861584,4.723299753,2.557713726,1.902281204
